wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,fueltype_diesel,fueltype_gas,aspiration_std,aspiration_turbo,doornumber_four,doornumber_two,carbody_convertible,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_4wd,drivewheel_fwd,drivewheel_rwd,enginelocation_front,enginelocation_rear,enginetype_dohc,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_eight,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,fuelsystem_1bbl,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_idi,fuelsystem_mfi,fuelsystem_mpfi,fuelsystem_spdi,fuelsystem_spfi,price
102.4,175.6,66.5,53.9,2414,122,3.31,3.54,8.7,92,4200,27,32,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9988.0
98.8,177.8,66.5,55.5,2443,122,3.39,3.39,22.7,64,4650,36,42,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10795.0
99.5,178.2,67.9,52.0,3053,131,3.13,3.4,7.0,160,5500,16,22,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17859.167
93.7,157.3,63.8,50.8,1876,90,2.97,3.23,9.4,68,5500,31,38,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6377.0
93.7,157.3,63.8,50.6,2191,98,3.03,3.39,7.6,102,5500,24,30,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8558.0
95.7,169.7,63.6,59.1,3110,92,3.05,3.03,9.0,62,4800,27,32,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8778.0
89.5,168.9,65.0,51.6,2800,194,3.74,2.9,9.5,207,5900,17,25,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,37028.0
95.3,169.0,65.7,49.6,2385,70,3.33,3.255,9.4,101,6000,17,23,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,13645.0
93.0,157.3,63.8,50.8,2145,98,3.03,3.39,7.6,102,5500,24,30,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7689.0
99.1,186.6,66.5,56.1,2658,121,3.54,3.07,9.31,110,5250,21,28,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11850.0
102.9,183.5,67.7,52.0,2976,171,3.27,3.35,9.3,161,5200,20,24,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16558.0
101.2,176.8,64.8,54.3,2765,164,3.31,3.19,9.0,121,4250,21,28,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21105.0
101.2,176.8,64.8,54.3,2395,108,3.5,2.8,8.8,101,5800,23,29,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16925.0
98.4,176.2,65.6,52.0,2540,146,3.62,3.5,9.3,116,4800,24,30,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8449.0
97.3,171.7,65.5,55.7,2264,97,3.01,3.4,23.0,52,4800,37,46,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7995.0
98.4,176.2,65.6,53.0,2975,146,3.62,3.5,9.3,116,4800,24,30,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17669.0
93.1,159.1,64.2,54.1,1900,91,3.03,3.15,9.0,68,5000,31,38,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6095.0
112.0,199.2,72.0,55.4,3715,304,3.8,3.35,8.0,184,4500,14,16,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45400.0
105.8,192.7,71.4,55.7,2844,136,3.19,3.4,8.5,110,5500,19,25,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17710.0
97.3,171.7,65.5,55.7,2209,109,3.19,3.4,9.0,85,5250,27,34,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7975.0
93.7,157.3,64.4,50.8,1918,92,2.97,3.23,9.4,68,5500,37,41,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5389.0
93.7,157.3,63.8,50.8,2128,98,3.03,3.39,7.6,102,5500,24,30,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7957.0
98.8,177.8,66.5,53.7,2385,122,3.39,3.39,8.6,84,4800,26,32,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8845.0
95.7,158.7,63.6,54.5,2015,92,3.05,3.03,9.0,62,4800,31,38,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6488.0
107.9,186.7,68.4,56.7,3020,120,3.46,3.19,8.4,97,5000,19,24,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11900.0
94.5,155.9,63.6,52.0,1874,90,3.03,3.11,9.6,70,5400,38,43,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6295.0
96.5,169.1,66.0,51.0,2293,110,3.15,3.58,9.1,100,5500,25,31,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10345.0
104.5,187.8,66.5,54.1,3151,161,3.27,3.35,9.2,156,5200,19,24,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15750.0
93.7,157.3,64.4,50.8,2004,92,2.97,3.23,9.4,68,5500,31,38,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6669.0
95.7,169.7,63.6,59.1,2280,92,3.05,3.03,9.0,62,4800,31,37,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6918.0
93.7,157.3,63.8,50.6,1967,90,2.97,3.23,9.4,68,5500,31,38,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6229.0
94.5,165.3,63.8,54.5,1918,97,3.15,3.29,9.4,69,5200,31,37,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6649.0
95.1,162.4,63.8,53.3,2008,97,3.15,3.29,9.4,69,5200,31,37,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8249.0
101.2,176.8,64.8,54.3,2395,108,3.5,2.8,8.8,101,5800,23,29,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16430.0
98.4,176.2,65.6,52.0,2536,146,3.62,3.5,9.3,116,4800,24,30,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9639.0
105.8,192.7,71.4,55.9,3086,131,3.13,3.4,8.3,140,5500,17,20,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,23875.0
96.5,175.4,62.5,54.1,2372,110,3.15,3.58,9.0,86,5800,27,33,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10295.0
94.5,170.2,63.8,53.5,2037,97,3.15,3.29,9.4,69,5200,31,37,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7999.0
96.3,172.4,65.4,51.6,2405,122,3.35,3.46,8.5,88,5000,25,32,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8189.0
102.9,183.5,67.7,52.0,3016,171,3.27,3.35,9.3,161,5200,19,24,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15998.0
93.7,157.3,63.8,50.8,1918,90,2.97,3.23,9.4,68,5500,37,41,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5572.0
93.7,157.3,63.8,50.6,1989,90,2.97,3.23,9.4,68,5500,31,38,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7609.0
93.7,157.3,63.8,50.6,1989,90,2.97,3.23,9.4,68,5500,31,38,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6692.0
100.4,180.2,66.9,55.1,2579,97,3.01,3.4,23.0,68,4500,33,38,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13845.0
93.7,150.0,64.0,52.6,1837,79,2.91,3.07,10.1,60,5500,38,42,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5399.0
93.7,157.3,63.8,50.8,2128,98,3.03,3.39,7.6,102,5500,24,30,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7957.0
94.5,165.6,63.8,53.3,2028,97,3.15,3.29,9.4,69,5200,31,37,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7799.0
97.3,171.7,65.5,55.7,2300,109,3.19,3.4,10.0,100,5500,26,32,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9995.0
89.5,168.9,65.0,51.6,2756,194,3.74,2.9,9.5,207,5900,17,25,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,34028.0
115.6,202.6,71.7,56.5,3740,234,3.46,3.1,8.3,155,4750,16,18,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34184.0
104.3,188.8,67.2,56.2,3045,130,3.62,3.15,7.5,162,5100,17,22,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18420.0
102.7,178.4,68.0,54.8,2910,140,3.78,3.12,8.0,175,5000,19,24,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16503.0
97.2,172.0,65.4,52.5,2145,108,3.62,2.64,9.5,82,4800,32,37,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7126.0
97.3,171.7,65.5,55.7,2275,109,3.19,3.4,9.0,85,5250,27,34,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8495.0
97.2,172.0,65.4,52.5,2340,108,3.62,2.64,9.0,94,5200,26,32,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9960.0
96.3,173.0,65.4,49.4,2370,110,3.17,3.46,7.5,116,5500,23,30,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9959.0
93.7,150.0,64.0,52.6,1940,92,2.91,3.41,9.2,76,6000,30,34,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6529.0
95.7,166.3,64.4,53.0,2081,98,3.19,3.03,9.0,70,4800,30,37,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6938.0
103.5,189.0,66.9,55.7,3230,209,3.62,3.39,8.0,182,5400,16,22,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30760.0
96.3,172.4,65.4,51.6,2403,110,3.17,3.46,7.5,116,5500,23,30,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9279.0
104.3,188.8,67.2,57.5,3042,141,3.78,3.15,9.5,114,5400,24,28,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16515.0
94.5,168.7,64.0,52.6,2204,98,3.19,3.03,9.0,70,4800,29,34,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8238.0
95.3,169.0,65.7,49.6,2500,80,3.33,3.255,9.4,135,6000,16,23,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15645.0
103.5,193.8,67.9,53.7,3380,209,3.62,3.39,8.0,182,5400,16,22,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,41315.0
95.3,169.0,65.7,49.6,2380,70,3.33,3.255,9.4,101,6000,17,23,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11845.0
93.7,167.3,63.8,50.8,1989,90,2.97,3.23,9.4,68,5500,31,38,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6692.0
94.5,165.3,63.8,54.5,1951,97,3.15,3.29,9.4,69,5200,31,37,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7299.0
104.3,188.8,67.2,57.5,3157,130,3.62,3.15,7.5,162,5100,17,22,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18950.0
109.1,188.8,68.8,55.5,3049,141,3.78,3.15,8.7,160,5300,19,25,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,19045.0
95.7,166.3,64.4,52.8,2140,98,3.19,3.03,9.0,70,4800,28,34,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9258.0
